Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,Long_Career
2,LAC,Antonio McDyess,Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,27.6,12.0,7.5,1.3,69.8,0.119,-0.1,13.2,1995,0.8252032520325203,8.8,0.5,-0.05,0.3623,0.43585356289879873,0.2722703454176024,0.0463408548105372,0.06876847290640394,1,1
3,PHI,Jerry Stackhouse,UNC,18,970,30222,16409,3067,3240,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,0.3,17.4,1995,0.6571815718157181,6.5,0.3333333333333333,0.09999999999999999,0.4103,0.5429488452120972,0.1014823638409106,0.1072066706372841,0.05402061855670103,1,1
4,WSB,Rasheed Wallace,UNC,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.2,38.3,1995,0.8452743902439024,8.5,0.25,0.55,0.44,0.4416301078829015,0.20428772452611538,0.05501752062467235,0.09477006311992786,1,1
6,VAN,Bryant Reeves,Oklahoma State,6,395,12071,4945,2745,623,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13.0,0.052,-3.4,-4.3,1995,0.8028455284552846,8.5,0.16666666666666666,-0.5666666666666667,0.33740000000000003,0.4096595145389777,0.2274045232375114,0.05161129980946069,0.03291139240506329,1,1
7,TOR,Damon Stoudamire,Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.3,16.8,1995,0.8236397748592871,9.6,0.14285714285714285,0.04285714285714285,0.4291,0.404143475572047,0.1044114615543187,0.1845323988181131,0.06309794988610479,1,1
8,POR,Shawn Respert,Michigan State,4,172,2350,851,226,177,0.414,0.34,0.816,13.7,4.9,1.3,1.0,2.1,0.043,-2.3,-0.2,1995,0.524390243902439,2.3,0.125,-0.2875,0.4246,0.3621276595744681,0.09617021276595744,0.07531914893617021,0.012209302325581395,1,0
9,NJN,Ed O'Bannon,UCLA,2,128,2062,634,316,102,0.367,0.222,0.755,16.1,5.0,2.5,0.8,1.1,0.025,-3.5,-0.7,1995,0.7804878048780488,3.3,0.1111111111111111,-0.38888888888888884,0.3478,0.30746847720659554,0.15324927255092144,0.049466537342386034,0.00859375,1,0
10,MIA,Kurt Thomas,TCU,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.8,8.6,1995,0.7520325203252033,7.699999999999999,0.1,-0.08000000000000002,0.4314,0.33037555228276877,0.2698085419734904,0.0443298969072165,0.057837837837837844,1,1
11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643,19.5,8.6,4.5,1.0,23.2,0.113,-1.0,2.4,1995,0.6856368563685636,5.5,0.09090909090909091,-0.09090909090909091,0.3468,0.44252990066896414,0.2306912629231705,0.05108453273869856,0.0458498023715415,1,1
12,DAL,Cherokee Parks,Duke,9,472,7459,2056,1703,265,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2.4,-0.7,1995,0.6395663956639567,4.2,0.08333333333333333,-0.19999999999999998,0.3824,0.2756401662421236,0.22831478750502748,0.03552755061000134,0.025,1,1
13,SAC,Corliss Williamson,Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,-2.0,-0.1,1995,0.8353658536585366,5.1,0.07692307692307693,-0.15384615384615385,0.3708,0.48786601952104114,0.16976905434956532,0.051842764947463864,0.042214111922141126,1,1
14,BOS,Eric Williams,Providence,12,658,15731,5642,2139,936,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.5,1995,0.6686991869918699,4.699999999999999,0.07142857142857142,-0.1714285714285714,0.4083,0.35865488525840694,0.13597355540016529,0.05950034962812281,0.03525835866261398,1,1
15,DEN,Brent Barry,Oregon State,14,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3.0,3.2,70.5,0.143,2.6,27.7,1995,0.794425087108014,6.2,0.06666666666666667,0.17333333333333334,0.4743,0.35900689421816184,0.11758237110349787,0.12231950260119274,0.07730263157894737,0,1
16,ATL,Alan Henderson,Indiana,12,652,13780,5094,3249,397,0.469,0.192,0.639,21.1,7.8,5.0,0.6,28.0,0.097,-1.8,0.6,1995,0.6626016260162602,5.6,0.0625,-0.1125,0.37520000000000003,0.36966618287373004,0.2357764876632801,0.028809869375907113,0.04294478527607362,0,1
17,CLE,Bob Sura,Florida State,10,657,15597,5654,2240,2474,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.4,9.4,1995,0.801219512195122,7.199999999999999,0.058823529411764705,0.023529411764705882,0.4059,0.36250561005321535,0.14361736231326538,0.1586202474834904,0.043074581430745815,0,1
18,DET,Theo Ratliff,Wyoming,16,810,20500,5809,4596,465,0.496,0.0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0.0,10.3,1995,0.6173780487804879,6.3,0.05555555555555555,0.0,0.319,0.28336585365853656,0.22419512195121952,0.022682926829268292,0.0591358024691358,0,1
19,DET,Randolph Childress,Wake Forest,2,51,405,124,25,49,0.328,0.273,0.8,7.9,2.4,0.5,1.0,-0.2,-0.026,-5.7,-0.4,1995,0.31097560975609756,1.5,0.05263157894736842,-0.3,0.3532,0.30617283950617286,0.06172839506172839,0.12098765432098765,-0.00392156862745098,0,0
20,CHI,Jason Caffey,Alabama,8,462,9045,3368,2022,420,0.481,0.0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-3.6,-3.6,1995,0.7042682926829268,5.300000000000001,0.05,-0.18000000000000002,0.3042,0.37236042012161413,0.22354892205638474,0.04643449419568822,0.02922077922077922,0,1
21,PHO,Michael Finley,Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1.0,28.8,1995,0.8967479674796748,7.300000000000001,0.047619047619047616,0.047619047619047616,0.4531,0.4554689967364986,0.1264343615117381,0.08540372670807453,0.0772438803263826,0,1
22,CHH,George Zídek,UCLA,3,135,1328,453,286,32,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.8,1995,0.5487804878048781,2.3000000000000003,0.045454545454545456,-0.34090909090909094,0.3823,0.3411144578313253,0.21536144578313254,0.024096385542168676,0.0059259259259259265,0,0
23,IND,Travis Best,Georgia Tech,10,708,15150,5376,1249,2444,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.4,6.0,1995,0.8634146341463415,5.3,0.043478260869565216,-0.017391304347826087,0.437,0.35485148514851483,0.08244224422442244,0.16132013201320133,0.04364406779661017,0,1
24,DAL,Loren Meyer,Iowa State,3,140,2044,645,480,77,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-7.2,-2.7,1995,0.5691056910569106,4.0,0.041666666666666664,-0.3,0.42479999999999996,0.3155577299412916,0.23483365949119372,0.03767123287671233,0.0035714285714285713,0,0
25,ORL,David Vaughn,Memphis,4,118,1156,341,361,36,0.423,0.0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,-6.4,-1.3,1995,0.3597560975609756,3.4,0.04,-0.256,0.2753,0.29498269896193774,0.31228373702422146,0.031141868512110725,0.005084745762711864,0,0
26,SEA,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,0.375,0.16,0.765,5.0,3.2,0.9,0.2,0.4,0.124,-5.2,-0.1,1995,0.34146341463414637,1.1,0.038461538461538464,-0.2,0.328,0.6474820143884892,0.17266187050359713,0.03597122302158273,0.014285714285714287,0,0
27,PHO,Mario Bennett,Arizona State,4,68,606,269,182,24,0.534,0.333,0.511,8.9,4.0,2.7,0.4,1.9,0.153,-0.8,0.2,1995,0.2073170731707317,3.1,0.037037037037037035,-0.02962962962962963,0.45130000000000003,0.4438943894389439,0.30033003300330036,0.039603960396039604,0.027941176470588233,0,0
28,UTA,Greg Ostertag,Kansas,11,756,14753,3512,4145,443,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,-0.6,5.1,1995,0.8381374722838137,6.1,0.03571428571428571,-0.021428571428571425,0.33990000000000004,0.2380532772995323,0.28095980478546734,0.030027790957771302,0.044708994708994705,0,1
29,SAS,Cory Alexander,Virginia,7,307,4847,1677,481,834,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3.0,0.03,-1.7,0.4,1995,0.5348432055749129,4.300000000000001,0.034482758620689655,-0.05862068965517241,0.4117,0.34598720858262844,0.09923664122137404,0.17206519496595832,0.009771986970684038,0,1
30,DET,Lou Roe,UMass,2,66,479,130,92,21,0.333,0.25,0.647,7.3,2.0,1.4,0.3,0.0,-0.001,-4.9,-0.4,1995,0.4024390243902439,1.7,0.03333333333333333,-0.16333333333333333,0.33120000000000005,0.27139874739039666,0.19206680584551147,0.04384133611691023,0.0,0,0
1,PHI,Allen Iverson,Georgetown,14,914,37584,24368,3394,5624,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99.0,0.126,3.2,49.6,1996,0.7961672473867596,9.9,1.0,3.2,0.4157,0.6483610046828437,0.09030438484461473,0.14963814389101746,0.10831509846827134,1,1
2,TOR,Marcus Camby,UMass,17,973,28684,9262,9513,1837,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,2.3,31.3,1996,0.6979913916786227,11.700000000000001,0.5,1.15,0.382,0.3228977827360201,0.33164830567563797,0.06404267187282109,0.08386433710174716,1,1
3,VAN,Shareef Abdur-Rahim,California,12,830,28882,15028,6239,2109,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,1.0,21.9,1996,0.8434959349593496,10.0,0.3333333333333333,0.3333333333333333,0.4358,0.5203240772799668,0.21601689633681878,0.07302125891558757,0.08578313253012049,1,1
4,MIL,Stephon Marbury,Georgia Tech,13,846,31891,16297,2516,6471,0.433,0.325,0.784,37.7,19.3,3.0,7.6,77.5,0.117,1.8,30.7,1996,0.7936210131332082,10.6,0.25,0.45,0.42490000000000006,0.5110219184095827,0.0788937317738547,0.20290991188736635,0.09160756501182032,1,1
5,MIN,Ray Allen,UConn,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,2.9,57.6,1996,0.8807588075880759,7.5,0.2,0.58,0.47540000000000004,0.5287631624374245,0.11375798377351977,0.09410063870188158,0.11161538461538462,1,1
6,BOS,Antoine Walker,Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,0.3,18.0,1996,0.907520325203252,11.2,0.16666666666666666,0.049999999999999996,0.4003,0.4962417937902382,0.21854682693222544,0.10053598046367067,0.042665173572228446,1,1
7,LAC,Lorenzen Wright,Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645,23.8,8.0,6.4,0.8,30.5,0.079,-2.6,-3.0,1996,0.7298311444652908,7.2,0.14285714285714285,-0.37142857142857144,0.3216,0.33401672511464797,0.2666846506609118,0.03355813326139736,0.03920308483290488,1,1
8,NJN,Kerry Kittles,Villanova,8,507,16929,7165,1983,1295,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,2.2,18.0,1996,0.7728658536585366,6.5,0.125,0.275,0.44870000000000004,0.4232382302557741,0.11713627503101187,0.07649595368893615,0.0883629191321499,1,1
9,DAL,Samaki Walker,Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,-2.6,-1.1,1996,0.5426829268292683,5.3,0.1111111111111111,-0.28888888888888886,0.33840000000000003,0.31213872832369943,0.27443510246978453,0.03310562270099842,0.03191011235955056,1,1
10,IND,Erick Dampier,Mississippi State,16,987,24003,7309,7005,817,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,-1.3,4.1,1996,0.7522865853658537,7.8999999999999995,0.1,-0.13,0.3616,0.30450360371620216,0.29183852018497686,0.034037411990167896,0.05339412360688957,1,1
11,GSW,Todd Fuller,NC State,5,225,2500,835,674,46,0.422,0.0,0.668,11.1,3.7,3.0,0.2,2.2,0.041,-5.7,-2.3,1996,0.5487804878048781,3.2,0.09090909090909091,-0.5181818181818182,0.2778,0.334,0.2696,0.0184,0.00977777777777778,1,1
12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694,19.0,6.5,4.5,0.7,15.5,0.064,-4.0,-5.9,1996,0.6762749445676275,5.2,0.08333333333333333,-0.3333333333333333,0.37570000000000003,0.3441592005513439,0.23475189524465886,0.036009648518263264,0.02540983606557377,1,1
15,PHO,Steve Nash,Santa Clara,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,31.3,14.3,3.0,8.5,129.7,0.164,3.0,48.2,1996,0.8245257452574526,11.5,0.06666666666666667,0.2,0.5066,0.4567233181854002,0.09566839160471775,0.2714807323544091,0.10657354149548068,0,1
16,CHH,Tony Delk,Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-0.4,4.8,1996,0.6646341463414634,4.4,0.0625,-0.025,0.4181,0.42360280293966845,0.11545035036745856,0.0875064091608272,0.03577981651376147,0,1
18,NYK,John Wallace,Syracuse,7,381,6143,2901,1061,281,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-2.7,-1.0,1996,0.6637630662020906,3.5,0.05555555555555555,-0.15,0.425,0.47224483151554614,0.17271691356014976,0.045743122252970864,0.01679790026246719,0,1
19,NYK,Walter McCarty,Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.7,0.8,1996,0.723170731707317,3.7,0.05263157894736842,-0.0894736842105263,0.4042,0.29458261037208405,0.14979757085020243,0.0645845382687488,0.023102866779089376,0,1
22,VAN,Roy Rogers,Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,-3.7,-1.0,1996,0.556910569105691,3.9,0.045454545454545456,-0.16818181818181818,0.49470000000000003,0.28237332178432223,0.20918146383715894,0.02468601126028584,0.012408759124087591,0,0
24,LAL,Derek Fisher,Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,25.4,8.3,2.1,3.0,62.3,0.091,-0.9,8.9,1996,0.8719512195121951,5.1,0.041666666666666664,-0.0375,0.4308,0.3274244322870503,0.08123720162596657,0.11626272196583025,0.0484071484071484,0,1
26,DET,Jerome Williams,Georgetown,9,587,12755,3865,3743,474,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,0.3,7.4,1996,0.7953929539295393,7.2,0.038461538461538464,0.011538461538461539,0.3307,0.30301842414739316,0.29345354762838105,0.03716189729517836,0.06456558773424191,0,1
27,ORL,Brian Evans,Indiana,3,102,1097,375,164,77,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-0.8,0.3,1996,0.4146341463414634,2.4000000000000004,0.037037037037037035,-0.02962962962962963,0.4097,0.34184138559708294,0.14949863263445762,0.07019143117593436,0.016666666666666666,0,0
28,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,0.472,0.0,0.554,7.1,3.4,1.9,0.4,-0.8,-0.074,-7.9,-0.8,1996,0.45121951219512196,2.3,0.03571428571428571,-0.28214285714285714,0.2914,0.4857142857142857,0.2723809523809524,0.06285714285714286,-0.010810810810810811,0,0
29,CHI,Travis Knight,UConn,7,371,4566,1276,1160,224,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-3.0,-1.1,1996,0.6463414634146342,3.7,0.034482758620689655,-0.10344827586206896,0.3922,0.2794568550153307,0.25405168637757336,0.049058256679807274,0.021293800539083557,0,1
30,HOU,Othella Harrington,Georgetown,12,709,13924,5212,3130,443,0.505,0.0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,-3.4,-4.9,1996,0.7205284552845529,5.0,0.03333333333333333,-0.11333333333333333,0.32630000000000003,0.37431772479172654,0.22479172651536913,0.03181557023843723,0.03258110014104373,0,1
1,SAS,Tim Duncan,Wake Forest,19,1392,47368,26496,15091,4225,0.506,0.179,0.696,34.0,19.0,10.8,3.0,206.4,0.209,5.6,91.1,1997,0.8934531450577664,13.8,1.0,5.6,0.3942,0.5593649721330857,0.3185906096943084,0.08919523729099814,0.1482758620689655,1,1
2,PHI,Keith Van Horn,Utah,9,575,18150,9206,3909,900,0.443,0.361,0.835,31.6,16.0,6.8,1.6,41.7,0.11,0.1,9.6,1997,0.7791327913279132,8.4,0.5,0.05,0.4494,0.5072176308539945,0.21537190082644628,0.049586776859504134,0.07252173913043479,1,1
3,BOS,Chauncey Billups,Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,3.2,43.5,1997,0.7482065997130559,8.3,0.3333333333333333,1.0666666666666667,0.4517,0.4787324285021813,0.09064469219583131,0.17074648570043627,0.11581975071907957,1,1
4,VAN,Antonio Daniels,Bowling Green,13,872,19671,6623,1613,2934,0.444,0.311,0.793,22.6,7.6,1.8,3.4,47.0,0.115,0.0,10.1,1997,0.8180112570356473,5.2,0.25,0.0,0.4257000000000001,0.3366885262569264,0.0819988816023588,0.149153576330639,0.05389908256880734,1,1
5,DEN,Tony Battie,Texas Tech,14,837,17649,5082,4287,522,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,-1.8,0.8,1997,0.7290940766550522,5.699999999999999,0.2,-0.36000000000000004,0.3778,0.2879483256841747,0.2429032806391297,0.029576746557878633,0.043488649940262844,1,1
6,BOS,Ron Mercer,Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034,-2.7,-2.5,1997,0.6585365853658537,5.2,0.16666666666666666,-0.45,0.3953,0.4391116410791474,0.10001490535102102,0.06863914145178118,0.02175925925925926,1,1
7,NJN,Tim Thomas,Villanova,13,824,21336,9454,3379,1272,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-0.8,6.4,1997,0.7729831144465291,5.6,0.14285714285714285,-0.11428571428571428,0.44189999999999996,0.443100862392201,0.1583708286464192,0.05961754780652419,0.042718446601941754,1,1
8,GSW,Adonal Foyle,Colgate,12,733,13060,2989,3461,344,0.477,0.0,0.499,17.8,4.1,4.7,0.5,18.7,0.069,-1.7,1.1,1997,0.7449186991869918,5.2,0.125,-0.2125,0.2884,0.2288667687595712,0.26500765696784073,0.026339969372128638,0.025511596180081853,1,1
10,MIL,Danny Fortson,Cincinnati,10,440,8832,3615,3184,301,0.472,0.167,0.785,20.1,8.2,7.2,0.7,22.3,0.121,-3.2,-2.6,1997,0.5365853658536586,7.9,0.1,-0.32000000000000006,0.38130000000000003,0.4093070652173913,0.3605072463768116,0.034080615942028984,0.05068181818181818,1,1
11,SAC,Tariq Abdul-Wahad,San Jose State,6,236,4807,1830,776,266,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.5,0.035,-3.0,-1.2,1997,0.4796747967479675,4.4,0.09090909090909091,-0.2727272727272727,0.37360000000000004,0.3806948200540878,0.16143124609943832,0.05533596837944664,0.014830508474576272,1,1
12,IND,Austin Croshere,Providence,12,659,11480,4475,2649,627,0.407,0.34,0.861,17.4,6.8,4.0,1.0,27.6,0.115,-0.1,5.6,1997,0.6697154471544715,5.0,0.08333333333333333,-0.008333333333333333,0.42560000000000003,0.38980836236933797,0.23074912891986063,0.05461672473867596,0.041881638846737484,1,1
13,CLE,Derek Anderson,Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853,29.2,12.0,3.2,3.4,43.9,0.117,1.0,13.5,1997,0.6818181818181818,6.6,0.07692307692307693,0.07692307692307693,0.4257,0.40929068150208625,0.1105980528511822,0.11588317107093185,0.07138211382113821,1,1
14,LAC,Maurice Taylor,Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711,25.0,11.0,4.6,1.2,9.9,0.036,-3.6,-5.3,1997,0.7235772357723578,5.8,0.07142857142857142,-0.2571428571428571,0.3649,0.44198438907235066,0.1840288201741219,0.046757730411287904,0.01853932584269663,1,1
15,DAL,Kelvin Cato,Iowa State,10,541,10617,2960,2874,244,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129,-0.3,4.4,1997,0.6597560975609756,5.8,0.06666666666666667,-0.02,0.3487,0.27879815390411605,0.27069793727041536,0.022982009983987944,0.05286506469500925,0,1
16,CLE,Brevin Knight,Stanford,12,729,18176,5342,1785,4481,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,0.3,10.5,1997,0.7408536585365854,8.5,0.0625,0.01875,0.3385,0.2939040492957746,0.09820642605633803,0.24653389084507044,0.04471879286694102,0,1
17,ORL,Johnny Taylor,Chattanooga,3,54,866,256,120,26,0.402,0.394,0.718,16.0,4.7,2.2,0.5,0.1,0.007,-4.0,-0.4,1997,0.21951219512195122,2.7,0.058823529411764705,-0.23529411764705882,0.4304,0.2956120092378753,0.13856812933025403,0.03002309468822171,0.001851851851851852,0,0
19,DET,Scot Pollard,Kansas,11,506,8372,2222,2351,220,0.494,0.0,0.709,16.5,4.4,4.6,0.4,26.6,0.153,-0.6,2.9,1997,0.5609756097560976,5.0,0.05263157894736842,-0.03157894736842105,0.3179,0.2654085045389393,0.28081700907787865,0.026278069756330624,0.05256916996047431,0,1
21,NJN,Anthony Parker,Bradley,9,494,13752,4478,1574,1129,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,-0.2,6.1,1997,0.6693766937669376,5.5,0.047619047619047616,-0.009523809523809525,0.4630000000000001,0.32562536358347877,0.11445607911576498,0.08209714950552646,0.04959514170040486,0,1
22,ATL,Ed Gray,California,2,60,809,373,73,46,0.339,0.341,0.814,13.5,6.2,1.2,0.8,0.1,0.009,-4.0,-0.4,1997,0.36585365853658536,2.0,0.045454545454545456,-0.18181818181818182,0.3873000000000001,0.4610630407911001,0.09023485784919653,0.05686032138442522,0.0016666666666666668,0,0
23,SEA,Bobby Jackson,Minnesota,12,755,16790,7344,2347,1945,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09,0.4,10.0,1997,0.7672764227642277,5.7,0.043478260869565216,0.017391304347826087,0.4294,0.4374032162001191,0.13978558665872542,0.11584276354973198,0.04158940397350993,0,1
24,HOU,Rodrick Rhodes,USC,3,72,1234,380,88,121,0.347,0.2,0.62,17.1,5.3,1.2,1.7,-1.6,-0.064,-6.3,-1.3,1997,0.2926829268292683,2.9,0.041666666666666664,-0.26249999999999996,0.3155,0.3079416531604538,0.0713128038897893,0.09805510534846029,-0.022222222222222223,0,0
25,NYK,John Thomas,Minnesota,5,208,2253,560,432,60,0.502,0.0,0.591,10.8,2.7,2.1,0.3,3.2,0.067,-4.4,-1.4,1997,0.5073170731707317,2.4,0.04,-0.17600000000000002,0.3101,0.24855747891699956,0.19174434087882822,0.02663115845539281,0.015384615384615385,0,1
26,MIA,Charles Smith,New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,-1.1,0.4,1997,0.3463414634146341,2.3,0.038461538461538464,-0.04230769230769231,0.38029999999999997,0.36948808920425746,0.10136847440446022,0.06284845413076533,0.01056338028169014,0,1
27,UTA,Jacque Vaughn,Kansas,12,776,12658,3463,1028,1919,0.429,0.352,0.779,16.3,4.5,1.3,2.5,15.4,0.058,-3.4,-4.5,1997,0.7886178861788617,3.8,0.037037037037037035,-0.1259259259259259,0.43320000000000003,0.2735819244746405,0.08121346184231316,0.15160372886711962,0.019845360824742267,0,1
28,CHI,Keith Booth,Maryland,2,45,449,130,97,39,0.325,0.091,0.563,10.0,2.9,2.2,0.9,-0.8,-0.08,-6.1,-0.5,1997,0.27439024390243905,3.1,0.03571428571428571,-0.21785714285714283,0.25520000000000004,0.289532293986637,0.21603563474387527,0.08685968819599109,-0.017777777777777778,0,0
2,VAN,Mike Bibby,Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.104,0.8,23.8,1998,0.8719512195121951,8.6,0.5,0.4,0.44980000000000003,0.4327778104940816,0.09136682174194688,0.1624462634709381,0.07312687312687313,1,1
3,DEN,Raef LaFrentz,Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,0.7,9.8,1998,0.6865853658536586,7.199999999999999,0.3333333333333333,0.2333333333333333,0.4493,0.391199724991406,0.23533860433138534,0.041663801993812304,0.06998223801065719,1,1
4,TOR,Antawn Jamison,UNC,16,1083,37638,20042,8157,1761,0.451,0.346,0.724,34.8,18.5,7.5,1.6,87.8,0.112,0.6,24.5,1998,0.8254573170731707,9.1,0.25,0.15,0.4363,0.5324937563101121,0.21672246134226048,0.046787820819384665,0.08107109879963065,1,1
5,GSW,Vince Carter,UNC,22,1541,46367,25728,6606,4714,0.435,0.371,0.798,30.1,16.7,4.3,3.1,125.3,0.13,3.0,57.9,1998,0.8542128603104213,7.4,0.2,0.6000000000000001,0.4457,0.5548773912480859,0.1424720167360407,0.10166713395302694,0.08131083711875406,1,1
6,DAL,Robert Traylor,Michigan,7,438,6243,2085,1640,312,0.474,0.167,0.577,14.3,4.8,3.7,0.7,13.3,0.102,-1.6,0.7,1998,0.7630662020905923,4.4,0.16666666666666666,-0.26666666666666666,0.36150000000000004,0.3339740509370495,0.2626942175236265,0.04997597308986065,0.03036529680365297,1,1
7,SAC,Jason Williams,Florida,12,788,23188,8266,1810,4611,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,0.2,12.9,1998,0.8008130081300813,8.2,0.14285714285714285,0.02857142857142857,0.41109999999999997,0.35647748835604626,0.07805761600828015,0.1988528549249612,0.04885786802030457,1,1
8,PHI,Larry Hughes,Saint Louis,13,727,22368,10242,3039,2290,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,-0.1,10.7,1998,0.6819887429643527,7.300000000000001,0.125,-0.0125,0.4023,0.4578862660944206,0.1358637339055794,0.10237839771101574,0.04442916093535075,1,1
10,BOS,Paul Pierce,Kansas,19,1343,45880,26397,7527,4708,0.445,0.368,0.806,34.2,19.7,5.6,3.5,150.0,0.157,3.7,65.5,1998,0.862002567394095,9.1,0.1,0.37000000000000005,0.45030000000000003,0.5753487358326068,0.16405841325196163,0.10261551874455101,0.11169024571854058,1,1
11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,0.2,8.3,1998,0.7207317073170731,6.699999999999999,0.09090909090909091,0.018181818181818184,0.4305,0.472279125090861,0.1808630146038459,0.0825348575959823,0.049746192893401014,1,1
12,ORL,Michael Doleac,Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791,15.0,4.9,3.3,0.6,12.7,0.07,-3.7,-3.7,1998,0.7158536585365853,3.9,0.08333333333333333,-0.30833333333333335,0.3486,0.327909887359199,0.22243713733075435,0.03902605529639322,0.021635434412265758,1,1
13,ORL,Keon Clark,UNLV,6,353,7971,2882,2096,322,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.7,2.6,1998,0.717479674796748,6.800000000000001,0.07692307692307693,-0.05384615384615385,0.3357,0.3615606573830134,0.2629532053694643,0.04039643708443106,0.05155807365439093,1,1
