Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,First_Round_Pick,Long_Career
20,MIL,Paul Pressey,Tulsa,11.0,724.0,19659.0,7664.0,2798.0,3715.0,0.485,0.222,0.749,27.2,10.6,3.9,5.1,49.0,0.12,2.6,22.8,1982,0.802660753880266,9.0,0.05,0.13,0.4062,0.3898468894653848,0.1423266697187039,0.18897197212472658,0.06767955801104972,0,1,1
21,NJN,Eddie Phillips,Alabama,1.0,48.0,416.0,152.0,77.0,29.0,0.406,0.0,0.678,8.7,3.2,1.6,0.6,0.1,0.011,-4.7,-0.3,1982,0.5853658536585366,2.2,0.047619047619047616,-0.22380952380952382,0.27080000000000004,0.36538461538461536,0.18509615384615385,0.06971153846153846,0.0020833333333333333,0,1,0
23,BOS,Darren Tillis,Cleveland State University,2.0,124.0,1256.0,425.0,314.0,42.0,0.423,0.0,0.626,10.1,3.4,2.5,0.3,0.9,0.036,-4.4,-0.8,1982,0.7560975609756098,2.8,0.043478260869565216,-0.19130434782608696,0.2741,0.33837579617834396,0.25,0.03343949044585987,0.007258064516129033,0,1,0
24,SAS,Oliver Robinson,UAB,1.0,35.0,147.0,101.0,17.0,21.0,0.361,0.091,0.667,4.2,2.9,0.5,0.6,0.1,0.018,-5.0,-0.1,1982,0.4268292682926829,1.1,0.041666666666666664,-0.20833333333333331,0.28359999999999996,0.6870748299319728,0.11564625850340136,0.14285714285714285,0.002857142857142857,0,1,0
25,WSB,Bryan Warrick,Saint Joseph's,4.0,169.0,2379.0,677.0,218.0,437.0,0.443,0.208,0.747,14.1,4.0,1.3,2.6,1.6,0.033,-3.3,-0.8,1982,0.5152439024390244,3.9000000000000004,0.04,-0.132,0.37939999999999996,0.28457335014712065,0.09163514081546868,0.18369062631357713,0.009467455621301775,0,1,0
27,MIL,Fred Roberts,BYU,13.0,818.0,14703.0,5962.0,2308.0,977.0,0.502,0.325,0.796,18.0,7.3,2.8,1.2,26.2,0.086,-1.6,1.5,1982,0.7673545966228893,4.0,0.037037037037037035,-0.05925925925925926,0.4606,0.40549547711351425,0.15697476705434266,0.06644902400870571,0.03202933985330073,0,1,1
28,CLE,Dave Magley,Kansas,1.0,14.0,56.0,12.0,10.0,2.0,0.25,0.0,0.5,4.0,0.9,0.7,0.1,-0.1,-0.066,-5.0,-0.1,1982,0.17073170731707318,0.7999999999999999,0.03571428571428571,-0.17857142857142855,0.175,0.21428571428571427,0.17857142857142858,0.03571428571428571,-0.0071428571428571435,0,1,0
29,NYK,Scott Hastings,Arkansas,11.0,578.0,5985.0,1647.0,1287.0,284.0,0.441,0.292,0.811,10.4,2.8,2.2,0.5,9.8,0.079,-2.8,-1.2,1982,0.6407982261640798,2.7,0.034482758620689655,-0.09655172413793103,0.4184,0.27518796992481204,0.21503759398496242,0.047451963241436926,0.016955017301038062,0,1,1
1,HOU,Ralph Sampson,Virginia,9.0,456.0,13591.0,7039.0,4011.0,1038.0,0.486,0.172,0.661,29.8,15.4,8.8,2.3,20.1,0.071,-0.6,5.0,1983,0.6178861788617886,11.100000000000001,1.0,-0.6,0.37789999999999996,0.5179162681186079,0.295121771760724,0.07637407107644766,0.04407894736842106,1,1,1
2,IND,Steve Stipanovich,Missouri,5.0,403.0,12591.0,5323.0,3131.0,938.0,0.484,0.179,0.796,31.2,13.2,7.8,2.3,30.4,0.116,0.6,8.4,1983,0.9829268292682927,10.1,0.5,0.3,0.3932,0.42276229052497816,0.24866968469541736,0.07449765705662775,0.07543424317617865,1,1,1
3,HOU,Rodney McCray,Louisville,10.0,768.0,24876.0,9014.0,5087.0,2750.0,0.503,0.26,0.761,32.4,11.7,6.6,3.6,56.0,0.108,1.0,19.1,1983,0.9365853658536586,10.2,0.3333333333333333,0.3333333333333333,0.43160000000000004,0.362357292169159,0.20449429168676636,0.11054831966554109,0.07291666666666667,1,1,1
4,SDC,Byron Scott,Arizona State,14.0,1073.0,30152.0,15097.0,2987.0,2729.0,0.482,0.37,0.833,28.1,14.1,2.8,2.5,75.2,0.12,0.8,21.0,1983,0.9346689895470384,5.3,0.25,0.2,0.4723,0.5006964712125233,0.09906473865746883,0.0905080923321836,0.07008387698042871,1,1,1
5,CHI,Sidney Green,UNLV,10.0,679.0,13247.0,5080.0,4128.0,635.0,0.454,0.037,0.738,19.5,7.5,6.1,0.9,17.4,0.063,-3.2,-3.9,1983,0.8280487804878048,7.0,0.2,-0.6400000000000001,0.3156,0.38348305276666417,0.311617724767872,0.04793538159583302,0.025625920471281295,1,1,1
7,UTA,Thurl Bailey,NC State,12.0,928.0,24873.0,11834.0,4718.0,1298.0,0.473,0.114,0.812,26.8,12.8,5.1,1.4,45.0,0.087,-0.9,6.9,1983,0.943089430894309,6.5,0.14285714285714285,-0.12857142857142856,0.3633,0.4757769468902022,0.18968359265066537,0.05218510030957263,0.04849137931034483,1,1,1
8,DET,Antoine Carr,Wichita State,16.0,987.0,19780.0,9176.0,3384.0,1086.0,0.503,0.13,0.78,20.0,9.3,3.4,1.1,42.1,0.102,-1.2,4.1,1983,0.7522865853658537,4.5,0.125,-0.15,0.3815,0.46390293225480284,0.1710819009100101,0.054903943377148635,0.042654508611955425,1,1,1
9,DAL,Dale Ellis,Tennessee,17.0,1209.0,34778.0,19004.0,4201.0,1746.0,0.479,0.403,0.784,28.8,15.7,3.5,1.4,84.7,0.117,0.6,22.9,1983,0.8672883787661406,4.9,0.1111111111111111,0.06666666666666667,0.4791,0.5464374029558916,0.12079475530507792,0.050204152050146646,0.07005789909015715,1,1,1
10,WSB,Jeff Malone,Mississippi State,13.0,905.0,29660.0,17231.0,2364.0,2154.0,0.484,0.268,0.871,32.8,19.0,2.6,2.4,54.2,0.088,-1.5,4.0,1983,0.848968105065666,5.0,0.1,-0.15000000000000002,0.4363,0.5809507754551585,0.07970330411328388,0.07262306136210385,0.05988950276243094,1,1,1
11,DAL,Derek Harper,Illinois,16.0,1199.0,37786.0,16006.0,2884.0,6577.0,0.463,0.354,0.745,31.5,13.3,2.4,5.5,86.8,0.11,1.8,35.7,1983,0.9138719512195121,7.9,0.09090909090909091,0.16363636363636364,0.4476,0.42359604086169483,0.0763245646535754,0.17405917535595195,0.07239366138448707,1,1,1
12,NYK,Darrell Walker,Arkansas,10.0,720.0,18601.0,6389.0,3134.0,3276.0,0.435,0.059,0.713,25.8,8.9,4.4,4.6,27.4,0.071,0.8,13.0,1983,0.8780487804878049,9.0,0.08333333333333333,0.06666666666666667,0.3124,0.3434761571958497,0.16848556529218858,0.1761195634643299,0.03805555555555555,1,1,1
13,KCK,Ennis Whatley,Alabama,10.0,385.0,7108.0,2150.0,679.0,1754.0,0.468,0.097,0.755,18.5,5.6,1.8,4.6,9.6,0.065,-0.9,2.0,1983,0.4695121951219512,6.3999999999999995,0.07692307692307693,-0.06923076923076923,0.34830000000000005,0.3024760832864378,0.09552616769836804,0.24676420934158694,0.024935064935064935,1,1,1
14,POR,Clyde Drexler,Houston,15.0,1086.0,37537.0,22195.0,6677.0,6125.0,0.472,0.318,0.788,34.6,20.4,6.1,5.6,135.6,0.173,5.4,70.2,1983,0.8829268292682927,11.7,0.07142857142857142,0.38571428571428573,0.44199999999999995,0.591283267176386,0.17787782721048565,0.16317233662786051,0.12486187845303867,1,1,1
15,DEN,Howard Carter,LSU,2.0,66.0,754.0,351.0,89.0,75.0,0.44,0.227,0.774,11.4,5.3,1.3,1.1,0.0,-0.002,-5.0,-0.6,1983,0.4024390243902439,2.4000000000000004,0.06666666666666667,-0.3333333333333333,0.38820000000000005,0.46551724137931033,0.11803713527851459,0.09946949602122016,0.0,0,1,0
16,SEA,Jon Sundvold,Missouri,9.0,502.0,8811.0,3886.0,554.0,1469.0,0.452,0.392,0.849,17.6,7.7,1.1,2.9,8.9,0.048,-2.4,-0.9,1983,0.6802168021680217,4.0,0.0625,-0.15,0.4677,0.4410396095789354,0.06287595051639995,0.16672341391442516,0.017729083665338645,0,1,1
18,MIL,Randy Breuer,Minnesota,11.0,681.0,12499.0,4599.0,2986.0,616.0,0.467,0.0,0.628,18.4,6.8,4.4,0.9,20.9,0.08,-1.3,2.3,1983,0.7549889135254989,5.300000000000001,0.05555555555555555,-0.07222222222222222,0.2963,0.3679494359548764,0.23889911192895433,0.04928394271541724,0.03069016152716593,0,1,1
19,SAS,John Paxson,Notre Dame,11.0,772.0,17257.0,5560.0,906.0,2758.0,0.499,0.355,0.804,22.4,7.2,1.2,3.6,36.3,0.101,-1.3,3.0,1983,0.8558758314855875,4.8,0.05263157894736842,-0.06842105263157895,0.4719,0.3221880975835893,0.05250043460624674,0.15981920380135597,0.04702072538860103,0,1,1
20,CLE,Roy Hinson,Rutgers University,8.0,507.0,15543.0,7206.0,3452.0,495.0,0.499,0.0,0.741,30.7,14.2,6.8,1.0,30.2,0.093,-1.1,3.4,1983,0.7728658536585366,7.8,0.05,-0.05500000000000001,0.3236,0.463617062343177,0.22209354693431127,0.03184713375796178,0.059566074950690336,0,1,1
21,BOS,Greg Kite,BYU,12.0,680.0,10080.0,1717.0,2607.0,345.0,0.438,0.167,0.486,14.8,2.5,3.8,0.5,5.6,0.027,-4.6,-6.7,1983,0.6910569105691057,4.3,0.047619047619047616,-0.21904761904761902,0.33440000000000003,0.1703373015873016,0.2586309523809524,0.03422619047619048,0.008235294117647058,0,1,1
22,WSB,Randy Wittman,Indiana,9.0,543.0,11594.0,4034.0,760.0,1201.0,0.501,0.321,0.753,21.4,7.4,1.4,2.2,17.2,0.071,-1.3,2.1,1983,0.7357723577235772,3.6,0.045454545454545456,-0.0590909090909091,0.45420000000000005,0.3479385889253062,0.06555114714507504,0.10358806279109885,0.03167587476979742,0,1,1
23,IND,Mitchell Wiggins,Florida State,6.0,389.0,8105.0,3877.0,1235.0,609.0,0.46,0.192,0.755,20.8,10.0,3.2,1.6,15.2,0.09,-1.2,1.6,1983,0.790650406504065,4.800000000000001,0.043478260869565216,-0.05217391304347826,0.38230000000000003,0.4783466995681678,0.15237507711289328,0.07513880320789636,0.0390745501285347,0,1,1
24,CLE,Stewart Granger,Villanova,3.0,80.0,996.0,316.0,78.0,173.0,0.414,0.235,0.742,12.5,4.0,1.0,2.2,-0.1,-0.005,-4.7,-0.7,1983,0.3252032520325203,3.2,0.041666666666666664,-0.19583333333333333,0.3752,0.3172690763052209,0.0783132530120482,0.17369477911646586,-0.00125,0,1,0
25,CHI,Sidney Lowe,NC State,4.0,193.0,3422.0,562.0,335.0,749.0,0.367,0.133,0.764,17.7,2.9,1.7,3.9,3.9,0.055,-1.6,0.3,1983,0.5884146341463414,5.6,0.04,-0.064,0.3131,0.16423144360023378,0.09789596727060199,0.2188778492109877,0.020207253886010364,0,1,0
26,IND,Leroy Combs,Oklahoma State,1.0,48.0,446.0,218.0,56.0,38.0,0.497,0.0,0.615,9.3,4.5,1.2,0.8,0.4,0.041,-0.8,0.1,1983,0.5853658536585366,2.0,0.038461538461538464,-0.03076923076923077,0.31,0.48878923766816146,0.12556053811659193,0.08520179372197309,0.008333333333333333,0,1,0
28,PHO,Rod Foster,UCLA,3.0,207.0,3446.0,1562.0,258.0,479.0,0.44,0.298,0.768,16.6,7.5,1.2,2.3,2.2,0.031,-3.3,-1.1,1983,0.8414634146341463,3.5,0.03571428571428571,-0.11785714285714284,0.41600000000000004,0.4532791642484039,0.07486941381311665,0.13900174114915845,0.010628019323671498,0,1,0
29,CHI,Larry Micheaux,Houston,2.0,96.0,897.0,330.0,256.0,49.0,0.567,0.0,0.61,9.3,3.4,2.7,0.5,2.5,0.134,0.4,0.6,1983,0.5853658536585366,3.2,0.034482758620689655,0.013793103448275862,0.3445,0.36789297658862874,0.2853957636566332,0.054626532887402456,0.026041666666666668,0,1,0
30,DAL,Mark West,Old Dominion,17.0,1090.0,20213.0,6259.0,5347.0,428.0,0.58,0.0,0.568,18.5,5.7,4.9,0.4,41.9,0.1,-1.8,1.1,1983,0.7819225251076041,5.300000000000001,0.03333333333333333,-0.06,0.3468,0.30965220402711124,0.2645327264631673,0.021174491663780735,0.03844036697247706,0,1,1
1,HOU,Hakeem Olajuwon,Houston,18.0,1238.0,44222.0,26946.0,13748.0,3058.0,0.512,0.202,0.712,35.7,21.8,11.1,2.5,162.8,0.177,4.6,74.2,1984,0.8387533875338753,13.6,1.0,4.6,0.408,0.6093347202749763,0.31088598435168013,0.06915110126181538,0.13150242326332795,1,1,1
2,POR,Sam Bowie,Kentucky,10.0,511.0,14098.0,5564.0,3845.0,1075.0,0.452,0.302,0.748,27.6,10.9,7.5,2.1,26.9,0.091,-0.3,6.2,1984,0.6231707317073171,9.6,0.5,-0.15,0.4216,0.39466591005816426,0.2727337210951908,0.07625195063129522,0.05264187866927593,1,1,1
3,CHI,Michael Jordan,UNC,15.0,1072.0,41011.0,32292.0,6672.0,5633.0,0.497,0.327,0.835,38.3,30.1,6.2,5.3,214.0,0.25,9.2,116.1,1984,0.8715447154471545,11.5,0.3333333333333333,3.0666666666666664,0.4628,0.7873985028407012,0.1626880593011631,0.13735339299212407,0.19962686567164178,1,1,1
4,DAL,Sam Perkins,UNC,17.0,1286.0,36598.0,15324.0,7666.0,1975.0,0.459,0.362,0.811,28.5,11.9,6.0,1.5,105.4,0.138,1.2,29.1,1984,0.9225251076040172,7.5,0.25,0.3,0.4554,0.41871140499480847,0.2094649980873272,0.05396469752445489,0.08195956454121307,1,1,1
5,PHI,Charles Barkley,Auburn,16.0,1073.0,39330.0,23757.0,12546.0,4215.0,0.541,0.266,0.735,36.7,22.1,11.7,3.9,177.2,0.216,6.1,80.5,1984,0.8178353658536586,15.6,0.2,1.22,0.4504,0.6040427154843631,0.31899313501144166,0.10717009916094584,0.1651444547996272,1,1,1
6,WSB,Melvin Turpin,Kentucky,5.0,361.0,6871.0,3071.0,1655.0,183.0,0.516,0.111,0.777,19.0,8.5,4.6,0.5,13.7,0.096,-1.3,1.2,1984,0.8804878048780488,5.1,0.16666666666666666,-0.21666666666666667,0.3801,0.4469509532819095,0.2408674137680105,0.026633677776160675,0.03795013850415512,1,1,1
7,SAS,Alvin Robertson,Arkansas,10.0,779.0,24669.0,10882.0,4066.0,3929.0,0.477,0.295,0.743,31.7,14.0,5.2,5.0,52.1,0.101,2.6,28.3,1984,0.95,10.2,0.14285714285714285,0.37142857142857144,0.43079999999999996,0.4411204345534882,0.16482224654424582,0.15926871782398963,0.0668806161745828,1,1,1
8,LAC,Lancaster Gordon,Louisville,4.0,201.0,2581.0,1125.0,259.0,294.0,0.391,0.271,0.767,12.8,5.6,1.3,1.5,-2.7,-0.05,-5.4,-2.2,1984,0.6128048780487805,2.8,0.125,-0.675,0.3806,0.43587756683456025,0.10034870205346764,0.11390933746609841,-0.013432835820895524,1,1,0
9,KCK,Otis Thorpe,Providence,17.0,1257.0,39822.0,17600.0,10370.0,2730.0,0.546,0.047,0.687,31.7,14.0,8.2,2.2,106.4,0.128,-0.1,19.1,1984,0.9017216642754663,10.399999999999999,0.1111111111111111,-0.011111111111111112,0.36050000000000004,0.4419667520466074,0.26040881924564313,0.0685550700617749,0.08464598249801114,1,1,1
10,PHI,Leon Wood,Cal State Fullerton,6.0,274.0,4531.0,1742.0,316.0,867.0,0.392,0.326,0.792,16.5,6.4,1.2,3.2,6.7,0.071,-1.2,0.9,1984,0.556910569105691,4.4,0.1,-0.12,0.4056,0.38446259103950564,0.06974177885676451,0.191348488192452,0.024452554744525547,1,1,1
11,ATL,Kevin Willis,Michigan State,21.0,1424.0,38362.0,17253.0,11901.0,1328.0,0.487,0.211,0.713,26.9,12.1,8.4,0.9,81.8,0.102,-2.1,-1.0,1984,0.826945412311266,9.3,0.09090909090909091,-0.19090909090909092,0.3992,0.4497419321203274,0.3102288723215682,0.034617590323757885,0.0574438202247191,1,1,1
12,CLE,Tim McCormick,Michigan,8.0,483.0,10390.0,4030.0,2366.0,491.0,0.535,0.063,0.703,21.5,8.3,4.9,1.0,21.5,0.099,-2.0,0.0,1984,0.7362804878048781,5.9,0.08333333333333333,-0.16666666666666666,0.363,0.38787295476419636,0.22771896053897978,0.04725697786333013,0.044513457556935816,1,1,1
13,PHO,Jay Humphries,Colorado,11.0,788.0,23062.0,8772.0,2003.0,4339.0,0.476,0.297,0.782,29.3,11.1,2.5,5.5,45.0,0.094,-0.1,11.0,1984,0.8736141906873615,8.0,0.07692307692307693,-0.007692307692307693,0.435,0.3803659699939294,0.08685283149770184,0.18814500043361373,0.05710659898477157,1,1,1
14,LAC,Michael Cage,San Diego State,15.0,1140.0,29716.0,8278.0,8646.0,1057.0,0.515,0.0,0.664,26.1,7.3,7.6,0.9,74.4,0.12,-0.2,13.7,1984,0.926829268292683,8.5,0.07142857142857142,-0.014285714285714285,0.3239,0.2785704670884372,0.2909543680172298,0.035570063265580834,0.06526315789473684,1,1,1
15,DAL,Terence Stansbury,Temple,3.0,192.0,2984.0,1200.0,277.0,390.0,0.444,0.224,0.779,15.5,6.3,1.4,2.0,2.4,0.038,-3.5,-1.2,1984,0.7804878048780488,3.4,0.06666666666666667,-0.23333333333333334,0.3895,0.40214477211796246,0.09282841823056301,0.1306970509383378,0.012499999999999999,0,1,0
16,UTA,John Stockton,Gonzaga,19.0,1504.0,47764.0,19711.0,4051.0,15806.0,0.515,0.384,0.826,31.8,13.1,2.7,10.5,207.7,0.209,6.8,106.5,1984,0.9653401797175867,13.2,0.0625,0.425,0.4937,0.41267481785445104,0.08481282974625241,0.33091868352734277,0.13809840425531913,0,1,1
17,NJN,Jeff Turner,Vanderbilt,10.0,612.0,11244.0,3697.0,2036.0,635.0,0.467,0.344,0.769,18.4,6.0,3.3,1.0,8.9,0.038,-4.5,-7.2,1984,0.7463414634146341,4.3,0.058823529411764705,-0.2647058823529412,0.448,0.32879758093205264,0.18107435076485237,0.05647456421202419,0.01454248366013072,0,1,1
18,IND,Vern Fleming,Georgia,12.0,893.0,24721.0,10125.0,3012.0,4293.0,0.498,0.181,0.764,27.7,11.3,3.4,4.8,52.0,0.101,0.4,15.3,1984,0.907520325203252,8.2,0.05555555555555555,0.022222222222222223,0.39780000000000004,0.40957081024230413,0.12183973140245136,0.17365802354273693,0.05823068309070549,0,1,1
19,POR,Bernard Thompson,Fresno State,5.0,204.0,2935.0,1078.0,352.0,266.0,0.439,0.0,0.789,14.4,5.3,1.7,1.3,3.4,0.056,-2.9,-0.7,1984,0.4975609756097561,3.0,0.05263157894736842,-0.1526315789473684,0.2984,0.3672913117546848,0.11993185689948893,0.09063032367972743,0.016666666666666666,0,1,1
20,DET,Tony Campbell,Ohio State,11.0,690.0,15180.0,7994.0,2117.0,1019.0,0.456,0.254,0.79,22.0,11.6,3.1,1.5,20.7,0.065,-1.4,2.2,1984,0.7649667405764967,4.6,0.05,-0.06999999999999999,0.4086,0.5266139657444006,0.13945981554677206,0.0671277997364954,0.03,0,1,1
21,MIL,Kenny Fields,UCLA,4.0,184.0,2692.0,1140.0,464.0,188.0,0.474,0.188,0.733,14.6,6.2,2.5,1.0,4.2,0.074,-2.2,-0.1,1984,0.5609756097560976,3.5,0.047619047619047616,-0.10476190476190476,0.38549999999999995,0.4234769687964339,0.1723625557206538,0.06983655274888559,0.02282608695652174,0,1,0
22,PHI,Tom Sewell,Lamar,1.0,21.0,87.0,20.0,4.0,6.0,0.25,0.0,0.5,4.1,1.0,0.2,0.3,-0.4,-0.201,-12.7,-0.2,1984,0.25609756097560976,0.5,0.045454545454545456,-0.5772727272727273,0.175,0.22988505747126436,0.04597701149425287,0.06896551724137931,-0.01904761904761905,0,1,0
24,BOS,Michael Young,Houston,3.0,49.0,472.0,223.0,88.0,24.0,0.465,0.296,0.711,9.6,4.6,1.8,0.5,1.1,0.11,0.0,0.2,1984,0.1991869918699187,2.3,0.041666666666666664,0.0,0.422,0.4724576271186441,0.1864406779661017,0.05084745762711865,0.022448979591836737,0,1,0
25,IND,Devin Durrant,BYU,2.0,63.0,807.0,317.0,132.0,85.0,0.414,0.0,0.689,12.8,5.0,2.1,1.3,-0.2,-0.012,-4.5,-0.5,1984,0.38414634146341464,3.4000000000000004,0.04,-0.18,0.2759,0.39281288723667906,0.16356877323420074,0.10532837670384139,-0.0031746031746031746,0,1,0
27,CLE,Ron Anderson,Fresno State,10.0,664.0,15112.0,7056.0,2312.0,952.0,0.471,0.287,0.814,22.8,10.6,3.5,1.4,24.2,0.077,-1.3,2.6,1984,0.8097560975609757,4.9,0.037037037037037035,-0.04814814814814815,0.4317,0.4669137109581789,0.15299100052938064,0.06299629433562731,0.03644578313253012,0,1,1
28,SEA,Cory Blackwell,Wisconsin,1.0,60.0,551.0,202.0,96.0,26.0,0.367,0.0,0.509,9.2,3.4,1.6,0.4,-0.9,-0.081,-7.9,-0.8,1984,0.7317073170731707,2.0,0.03571428571428571,-0.28214285714285714,0.2344,0.3666061705989111,0.17422867513611615,0.047186932849364795,-0.015000000000000001,0,1,0
29,IND,Stuart Gray,UCLA,7.0,386.0,3457.0,906.0,1020.0,148.0,0.446,0.0,0.663,9.0,2.3,2.6,0.4,3.3,0.046,-4.2,-1.9,1984,0.6724738675958188,3.0,0.034482758620689655,-0.14482758620689656,0.2893,0.2620769453283194,0.29505351460804163,0.04281168643332369,0.00854922279792746,0,1,1
30,GSW,Steve Burtt,Iona College,4.0,101.0,1121.0,584.0,92.0,123.0,0.426,0.143,0.695,11.1,5.8,0.9,1.2,0.0,0.0,-5.1,-0.9,1984,0.3079268292682927,2.1,0.03333333333333333,-0.16999999999999998,0.3397,0.5209634255129348,0.08206958073148975,0.10972346119536129,0.0,0,1,0
1,NYK,Patrick Ewing,Georgetown,17.0,1183.0,40594.0,24815.0,11607.0,2215.0,0.504,0.152,0.74,34.3,21.0,9.8,1.9,126.4,0.15,2.9,50.1,1985,0.8486370157819225,11.700000000000001,1.0,2.9,0.38680000000000003,0.6112972360447356,0.28592895501798293,0.05456471399714243,0.10684699915469147,1,1,1
2,IND,Wayman Tisdale,Oklahoma,12.0,840.0,23868.0,12878.0,5117.0,1077.0,0.505,0.0,0.76,28.4,15.3,6.1,1.3,45.7,0.092,-1.6,2.3,1985,0.8536585365853658,7.3999999999999995,0.5,-0.8,0.3285,0.5395508630802749,0.2143874643874644,0.04512317747611865,0.05440476190476191,1,1,1
3,LAC,Benoit Benjamin,Creighton,15.0,807.0,21911.0,9223.0,6063.0,1070.0,0.497,0.048,0.721,27.2,11.4,7.5,1.3,32.7,0.072,-1.1,4.8,1985,0.6560975609756098,8.8,0.3333333333333333,-0.3666666666666667,0.3398,0.42093012642051936,0.27671032814568025,0.04883391903610059,0.040520446096654276,1,1,1
4,SEA,Xavier McDaniel,Wichita State,12.0,870.0,25201.0,13606.0,5313.0,1775.0,0.485,0.261,0.718,29.0,15.6,6.1,2.0,47.8,0.091,-0.5,9.6,1985,0.8841463414634146,8.1,0.25,-0.125,0.41869999999999996,0.5398992103487957,0.21082496726320385,0.0704337129478989,0.05494252873563218,1,1,1
5,ATL,Jon Koncak,SMU,11.0,784.0,16409.0,3520.0,3856.0,785.0,0.47,0.226,0.597,20.9,4.5,4.9,1.0,29.2,0.085,-1.2,3.3,1985,0.8691796008869179,5.9,0.2,-0.24,0.3851,0.2145164239137059,0.23499299165092327,0.0478396002193918,0.037244897959183676,1,1,1
6,SAC,Joe Kleine,Arkansas,15.0,965.0,14712.0,4666.0,3991.0,622.0,0.453,0.271,0.794,15.2,4.8,4.1,0.6,19.1,0.062,-3.9,-7.0,1985,0.7845528455284553,4.699999999999999,0.16666666666666666,-0.6499999999999999,0.41430000000000006,0.3171560630777597,0.2712751495377923,0.042278412180532896,0.019792746113989637,1,1,1
7,GSW,Chris Mullin,St. John's,16.0,986.0,32163.0,17911.0,4034.0,3450.0,0.509,0.384,0.865,32.6,18.2,4.1,3.5,93.1,0.139,3.1,41.6,1985,0.7515243902439024,7.6,0.14285714285714285,0.44285714285714284,0.49460000000000004,0.5568821316419488,0.12542362341821348,0.10726611323570562,0.09442190669371196,1,1,1
8,DAL,Detlef Schrempf,Washington,16.0,1136.0,33597.0,15761.0,7023.0,3833.0,0.491,0.384,0.803,29.6,13.9,6.2,3.4,109.5,0.156,1.8,32.4,1985,0.8658536585365854,9.6,0.125,0.225,0.47940000000000005,0.46911926660118464,0.20903652111795695,0.11408756734232223,0.09639084507042253,1,1,1
9,CLE,Charles Oakley,Virginia Union University,19.0,1282.0,40280.0,12417.0,12205.0,3217.0,0.471,0.253,0.761,31.4,9.7,9.5,2.5,89.7,0.107,-0.5,15.4,1985,0.8228498074454429,12.0,0.1111111111111111,-0.05555555555555555,0.4128,0.3082671300893744,0.30300397219463754,0.07986593843098312,0.06996879875195008,1,1,1
10,PHO,Ed Pinckney,Villanova,12.0,793.0,15698.0,5378.0,3952.0,727.0,0.535,0.0,0.765,19.8,6.8,5.0,0.9,42.7,0.13,0.3,9.2,1985,0.8058943089430894,5.9,0.1,0.03,0.34400000000000003,0.34259141291884315,0.2517518155179004,0.04631163205503886,0.05384615384615385,1,1,1
11,CHI,Keith Lee,Memphis,3.0,182.0,2907.0,1114.0,861.0,178.0,0.451,0.167,0.746,16.0,6.1,4.7,1.0,3.7,0.062,-3.0,-0.7,1985,0.7398373983739838,5.7,0.09090909090909091,-0.2727272727272727,0.3669,0.38321293429652564,0.2961816305469556,0.06123151014791882,0.02032967032967033,1,1,0
12,WSB,Kenny Green,Wake Forest,2.0,60.0,625.0,265.0,101.0,16.0,0.412,0.0,0.721,10.4,4.4,1.7,0.3,-0.3,-0.022,-7.3,-0.8,1985,0.36585365853658536,2.0,0.08333333333333333,-0.6083333333333333,0.2781,0.424,0.1616,0.0256,-0.005,1,1,0
13,UTA,Karl Malone,Louisiana Tech,19.0,1476.0,54852.0,36928.0,14968.0,5248.0,0.516,0.274,0.742,37.2,25.0,10.1,3.6,234.6,0.205,5.1,99.0,1985,0.9473684210526315,13.7,0.07692307692307693,0.3923076923076923,0.4418,0.6732297819587253,0.27287974914314883,0.09567563625756581,0.1589430894308943,1,1,1
14,SAS,Alfredrick Hughes,Loyola Chicago,1.0,68.0,866.0,356.0,113.0,61.0,0.409,0.176,0.583,12.7,5.2,1.7,0.9,-0.5,-0.029,-5.7,-0.8,1985,0.8292682926829268,2.6,0.07142857142857142,-0.40714285714285714,0.3332,0.4110854503464203,0.13048498845265588,0.07043879907621248,-0.007352941176470588,1,1,0
15,DEN,Blair Rasmussen,Oregon,8.0,532.0,11409.0,5119.0,3006.0,467.0,0.472,0.257,0.767,21.4,9.6,5.7,0.9,19.0,0.08,-3.2,-3.4,1985,0.8109756097560976,6.6000000000000005,0.06666666666666667,-0.21333333333333335,0.4155,0.4486808659829959,0.26347620299763347,0.040932597072486636,0.03571428571428571,0,1,1
16,DAL,Bill Wennington,St. John's,13.0,720.0,9740.0,3301.0,2148.0,440.0,0.459,0.139,0.787,13.5,4.6,3.0,0.6,17.7,0.087,-3.7,-4.2,1985,0.6754221388367729,3.6,0.0625,-0.23125,0.3638,0.338911704312115,0.22053388090349077,0.045174537987679675,0.024583333333333332,0,1,1
18,DET,Joe Dumars,McNeese State University,14.0,1018.0,35139.0,16401.0,2203.0,4612.0,0.46,0.382,0.843,34.5,16.1,2.2,4.5,86.2,0.118,0.8,25.3,1985,0.8867595818815331,6.7,0.05555555555555555,0.044444444444444446,0.4671,0.4667463502091693,0.0626938729047497,0.13125017786505022,0.08467583497053045,0,1,1
